code,product_name,brands,categories,categories_tags,countries,countries_tags,nutriscore_grade,nova_group,last_modified_t,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,sodium_100g,product_name_pref,last_modified_ts,brands_arr,brands_clean_arr,brand_primary,categories_arr,categories_codes,primary_category_code,countries_arr,countries_codes,country_primary_code,event_date,has_name,has_brands,core_nutrients_count,completeness_score,quality_issues_json
1135.0,Kupfer Spurenelement - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel,,,,en:ireland,en:ireland,unknown,,1762948272,,,,,,,,,,Kupfer Spurenelement - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel - Pro Fuel,2025-11-12T11:51:12.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2025-11-12,1,0,0,0.14285714285714285,
1137.0,Baguette parisien,,,,france,en:france,unknown,,1729242054,222.0,929.0,3.3,2.1,1.8,0.678,11.7,,0.2712,Baguette parisien,2024-10-18T09:00:54.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-18,1,0,5,0.8571428571428571,
1171.0,Formula 1 healthy meal,herbalife,"boissons,produits laitiers,conserves,plats préparés,boissons lactées,laits aromatisés,compléments alimentaires,milkshakes","en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:canned-foods,en:meals,en:dairy-drinks,en:flavoured-milks,en:dietary-supplements,en:milkshakes","france,états-unis","en:france,en:united-states",not-applicable,4,1746537135,380.0,,11.0,1.8,13.0,1.3,40.0,20.0,0.52,Formula 1 healthy meal,2025-05-06T13:12:15.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,"[\"en:beverages-and-beverages-preparations\",\"en:beverages\",\"en:dairies\",\"en:canned-foods\",\"en:meals\",\"en:dairy-drinks\",\"en:flavoured-milks\",\"en:dietary-supplements\",\"en:milkshakes\"]","[\"beverages-and-beverages-preparations\",\"beverages\",\"dairies\",\"canned-foods\",\"meals\",\"dairy-drinks\",\"flavoured-milks\",\"dietary-supplements\",\"milkshakes\"]",beverages-and-beverages-preparations,"[\"en:france\",\"en:united-states\"]","[\"france\",\"united-states\"]",france,2025-05-06,1,1,5,1.0,
1185.0,L-Ornithin Pulver,bonemis,,,en:germany,en:germany,unknown,,1747221834,,,,,,,,,,L-Ornithin Pulver,2025-05-14T11:23:54.000Z,"[\"bonemis\"]","[\"bonemis\"]",bonemis,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-05-14,1,1,0,0.2857142857142857,
1198.0,,,,,en:czechia,en:czech-republic,,,1767895261,,,,,,,,,,,2026-01-08T18:01:01.000Z,,,,,,,"[\"en:czech-republic\"]","[\"czech-republic\"]",czech-republic,2026-01-08,0,0,0,0.0,
1203.0,,,lotion,en:lotion,en:united states,en:united-states,unknown,,1728042210,,,,,,,,,,,2024-10-04T11:43:30.000Z,,,,"[\"en:lotion\"]","[\"lotion\"]",lotion,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,0,0.0,
1240.0,Coop Croissant med Sjokolade 85g,"goman as, lackmann",,,"vereinigtes königreich, germany","en:germany,en:united-kingdom",unknown,4,1744644471,,,,,,,,,,Coop Croissant med Sjokolade 85g,2025-04-14T15:27:51.000Z,"[\"goman as\",\"lackmann\"]","[\"goman as\",\"lackmann\"]",goman as,,,,"[\"en:germany\",\"en:united-kingdom\"]","[\"germany\",\"united-kingdom\"]",germany,2025-04-14,1,1,0,0.2857142857142857,
1243.0,Formula 1 fresa,,suplementos dietéticos,en:dietary-supplements,españa,en:spain,not-applicable,,1741461434,,,,,,,,,,Formula 1 fresa,2025-03-08T19:17:14.000Z,,,,"[\"en:dietary-supplements\"]","[\"dietary-supplements\"]",dietary-supplements,"[\"en:spain\"]","[\"spain\"]",spain,2025-03-08,1,0,0,0.14285714285714285,
1246.0,Organic Fresh Young Chicken Drumsticks,foster poultry farms,,,world,en:world,unknown,,1728358950,,,,,,,,,,Organic Fresh Young Chicken Drumsticks,2024-10-08T03:42:30.000Z,"[\"foster poultry farms\"]","[\"foster poultry farms\"]",foster poultry farms,,,,"[\"en:world\"]","[\"world\"]",world,2024-10-08,1,1,0,0.2857142857142857,
1247.0,Protein,aldi,,,en:ireland,en:ireland,unknown,,1764395013,376.0,,7.2,1.6,29.6,,36.0,12.0,492.0,Protein,2025-11-29T05:43:33.000Z,"[\"aldi\"]","[\"aldi\"]",aldi,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2025-11-29,1,1,4,0.8571428571428571,
1255.0,Ham and american on bun,,,,en:ireland,en:ireland,unknown,,1734371637,206.349206349206,863.0,7.14285714285714,,,,12.6984126984127,0.793650793650794,,Ham and american on bun,2024-12-16T17:53:57.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-12-16,1,0,3,0.5714285714285714,
1327.0,Organic Potato Starch,anthony’s,,,en:ireland,en:ireland,unknown,,1728035031,333.333333333333,,,,,,,8.33333333333333,,Organic Potato Starch,2024-10-04T09:43:51.000Z,"[\"anthony’s\"]","[\"anthony’s\"]",anthony’s,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,1,0.42857142857142855,
1337.0,Organic Corn Flour,great river organic milling,,,world,en:world,unknown,,1728358935,,,,,,,,,,Organic Corn Flour,2024-10-08T03:42:15.000Z,"[\"great river organic milling\"]","[\"great river organic milling\"]",great river organic milling,,,,"[\"en:world\"]","[\"world\"]",world,2024-10-08,1,1,0,0.2857142857142857,
1414.0,Ggggggggg,gggg,snacks,en:snacks,en:united-states,en:united-states,unknown,,1761566359,,,,,,,,,,Ggggggggg,2025-10-27T11:59:19.000Z,"[\"gggg\"]","[\"gggg\"]",gggg,"[\"en:snacks\"]","[\"snacks\"]",snacks,"[\"en:united-states\"]","[\"united-states\"]",united-states,2025-10-27,1,1,0,0.2857142857142857,
1426.0,Protein Drink Mix,herbalife,"meals, dietary supplements, bodybuilding supplements, protein powders","en:meals,en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","france,espagne","en:france,en:spain",not-applicable,,1728042824,110.0,460.0,3.0,0.0,1.0,0.889,15.0,1.0,0.3556,Protein Drink Mix,2024-10-04T11:53:44.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,"[\"en:meals\",\"en:dietary-supplements\",\"en:bodybuilding-supplements\",\"en:protein-powders\"]","[\"meals\",\"dietary-supplements\",\"bodybuilding-supplements\",\"protein-powders\"]",meals,"[\"en:france\",\"en:spain\"]","[\"france\",\"spain\"]",france,2024-10-04,1,1,5,1.0,
1479.0,1000 MG Vitamin C,nutravita,,,en:italy,en:italy,unknown,,1728035061,,,,,,,,,,1000 MG Vitamin C,2024-10-04T09:44:21.000Z,"[\"nutravita\"]","[\"nutravita\"]",nutravita,,,,"[\"en:italy\"]","[\"italy\"]",italy,2024-10-04,1,1,0,0.2857142857142857,
1518.0,Confiture artisanale de Raphaël,,,,en:be,en:belgium,unknown,,1727970349,224.0,937.0,0.1,0.0,55.0,0.0,0.4,,0.0,Confiture artisanale de Raphaël,2024-10-03T15:45:49.000Z,,,,,,,"[\"en:belgium\"]","[\"belgium\"]",belgium,2024-10-03,1,0,5,0.8571428571428571,
1580.0,Meal Shake,wonderslim,,,en:ireland,en:ireland,unknown,,1728035079,100.0,418.0,1.5,0.5,3.0,,15.0,,,Meal Shake,2024-10-04T09:44:39.000Z,"[\"wonderslim\"]","[\"wonderslim\"]",wonderslim,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
1607.0,Frühlingsrollen,dash,,,"frankreich, en:de","en:france,en:germany",unknown,4,1750338240,1.0,4.0,0.0,0.0,0.0,0.0025,0.0,,0.001,Frühlingsrollen,2025-06-19T13:04:00.000Z,"[\"dash\"]","[\"dash\"]",dash,,,,"[\"en:france\",\"en:germany\"]","[\"france\",\"germany\"]",france,2025-06-19,1,1,5,1.0,
1638.0,Amande amère,,,,en:fr,en:france,unknown,,1728036947,,,,,,,,,,Amande amère,2024-10-04T10:15:47.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-04,1,0,0,0.14285714285714285,
1656.0,Bulk,,,,en:ireland,en:ireland,unknown,,1728035098,117.0,490.0,1.0,1.0,,,27.0,,,Bulk,2024-10-04T09:44:58.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,0,3,0.5714285714285714,
1721.0,Protein drink mix-vegan,herbalife,,,en:ireland,en:ireland,unknown,,1728043587,389.285714285714,,9.28571394511632,1.07142861400332,0.714285724929401,,53.5714285714286,3.21428562913622,,Protein drink mix-vegan,2024-10-04T12:06:27.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
1737.0,Vitamin D3+K2 Tropfen,vitamaze,"nahrungsergänzungsmittel, vitamine","en:dietary-supplements,en:vitamins",en:germany,en:germany,not-applicable,3,1728035116,,,,,,,,,,Vitamin D3+K2 Tropfen,2024-10-04T09:45:16.000Z,"[\"vitamaze\"]","[\"vitamaze\"]",vitamaze,"[\"en:dietary-supplements\",\"en:vitamins\"]","[\"dietary-supplements\",\"vitamins\"]",dietary-supplements,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-04,1,1,0,0.2857142857142857,
1745.0,Fraises Lyophilisées,koro,,,en:ireland,en:ireland,unknown,,1728035118,323.0,,3.79999995231628,0.400000005960464,53.0,,7.90000009536743,20.0,,Fraises Lyophilisées,2024-10-04T09:45:18.000Z,"[\"koro\"]","[\"koro\"]",koro,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
1753.0,Pudding chia mangue coco,,,,en:fr,en:france,unknown,,1662324554,,,,,,,,,,Pudding chia mangue coco,2022-09-04T20:49:14.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2022-09-04,1,0,0,0.14285714285714285,
1779.0,Pâté de chevreuil,,,,france,en:france,unknown,,1520425308,462.0,,56.0,0.0,1.0,4.0,20.0,,1.6,Pâté de chevreuil,2018-03-07T12:21:48.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2018-03-07,1,0,5,0.8571428571428571,
1791.0,,,,,,,unknown,,1728035127,,,,,,,,,,,2024-10-04T09:45:27.000Z,,,,,,,,,,2024-10-04,0,0,0,0.0,
1801.0,Shakeology peppermint mocha,,,,en:ireland,en:ireland,unknown,,1728037056,400.0,,7.5,1.25,20.0,,40.0,15.0,,Shakeology peppermint mocha,2024-10-04T10:17:36.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,0,4,0.7142857142857143,
1817.0,,,,,en:united kingdom,en:united-kingdom,,,1728035138,,,,,,,,,,,2024-10-04T09:45:38.000Z,,,,,,,"[\"en:united-kingdom\"]","[\"united-kingdom\"]",united-kingdom,2024-10-04,0,0,0,0.0,
1902.0,COCO by Angela,,,,en:es,en:spain,unknown,,1640504208,186.0,778.0,16.9,15.8,2.8,,2.3,,,COCO by Angela,2021-12-26T07:36:48.000Z,,,,,,,"[\"en:spain\"]","[\"spain\"]",spain,2021-12-26,1,0,4,0.7142857142857143,
1922.0,Boisson nutritionnelle vanille creme,herbalife,compléments alimentaires,en:dietary-supplements,"francia,spagna","en:france,en:spain",not-applicable,,1742131694,,,,,,,,,,Boisson nutritionnelle vanille creme,2025-03-16T13:28:14.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,"[\"en:dietary-supplements\"]","[\"dietary-supplements\"]",dietary-supplements,"[\"en:france\",\"en:spain\"]","[\"france\",\"spain\"]",france,2025-03-16,1,1,0,0.2857142857142857,
1940.0,Salsa dried chickeneats,,,,en:ireland,en:ireland,unknown,,1728044184,60.0,251.0,,,,,11.0,1.0,,Salsa dried chickeneats,2024-10-04T12:16:24.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,0,2,0.42857142857142855,
1945.0,Crema spalmabile gianduia,,,,"france, en:nl","en:france,en:netherlands",unknown,,1728037117,,,,,,,,,,Crema spalmabile gianduia,2024-10-04T10:18:37.000Z,,,,,,,"[\"en:france\",\"en:netherlands\"]","[\"france\",\"netherlands\"]",france,2024-10-04,1,0,0,0.14285714285714285,
1963.0,Gourmet Pumpernickel,mestemacher,,,en:germany,en:germany,unknown,,1728035166,,,,,,,,,,Gourmet Pumpernickel,2024-10-04T09:46:06.000Z,"[\"mestemacher\"]","[\"mestemacher\"]",mestemacher,,,,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-04,1,1,0,0.2857142857142857,
1984.0,dalmatinska buđola bonkulović kg,,,,en:croatia,en:croatia,unknown,,1767600661,,,,,,,,,,dalmatinska buđola bonkulović kg,2026-01-05T08:11:01.000Z,,,,,,,"[\"en:croatia\"]","[\"croatia\"]",croatia,2026-01-05,1,0,0,0.14285714285714285,
2006.0,جنات النخيل,,,,en:morocco,en:morocco,unknown,,1728044494,,,,,,,,,,جنات النخيل,2024-10-04T12:21:34.000Z,,,,,,,"[\"en:morocco\"]","[\"morocco\"]",morocco,2024-10-04,1,0,0,0.14285714285714285,
2101.0,Shakeology,shakeology,supplement,en:supplement,,,d,1,1728037265,410.2564,,6.4102564,1.2820513,17.948719,1.8589744,41.025642,15.384616,0.74358976,Shakeology,2024-10-04T10:21:05.000Z,"[\"shakeology\"]","[\"shakeology\"]",shakeology,"[\"en:supplement\"]","[\"supplement\"]",supplement,,,,2024-10-04,1,1,5,1.0,
2127.0,Nadalin,,,,en:it,en:italy,unknown,,1639601133,424.0,,29.0,10.0,10.0,0.1,0.1,0.0,0.04,Nadalin,2021-12-15T20:45:33.000Z,,,,,,,"[\"en:italy\"]","[\"italy\"]",italy,2021-12-15,1,0,5,0.8571428571428571,
2130.0,Tacchino tonnato,powermeals,,,en:ireland,en:ireland,unknown,,1728037274,221.0,925.0,17.3999996185303,2.0,1.79999995231628,,9.39999961853027,2.0,,Tacchino tonnato,2024-10-04T10:21:14.000Z,"[\"powermeals\"]","[\"powermeals\"]",powermeals,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
2171.0,Organic Vegan Protein Shake Mix,earth chimp,protein powders,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",en:ireland,en:ireland,not-applicable,4,1728035234,120.0,502.0,2.0,0.0,0.003,0.6,20.0,5.0,0.24,Organic Vegan Protein Shake Mix,2024-10-04T09:47:14.000Z,"[\"earth chimp\"]","[\"earth chimp\"]",earth chimp,"[\"en:dietary-supplements\",\"en:bodybuilding-supplements\",\"en:protein-powders\"]","[\"dietary-supplements\",\"bodybuilding-supplements\",\"protein-powders\"]",dietary-supplements,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,5,1.0,
2185.0,Mélange pour produits  de boulangerie proteine - Herbalife,,,,en:ireland,en:ireland,unknown,,1728046184,100.0,418.0,2.5,1.0,2.0,,15.0,2.0,,Mélange pour produits  de boulangerie proteine - Herbalife,2024-10-04T12:49:44.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,0,4,0.7142857142857143,
2206.0,Hackfleisch,gut und günstig,,,en:germany,en:germany,unknown,,1740135231,2.0,8.0,0.1,0.1,0.2,0.01,0.2,,0.004,Hackfleisch,2025-02-21T10:53:51.000Z,"[\"gut und günstig\"]","[\"gut und günstig\"]",gut und günstig,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-02-21,1,1,5,1.0,
2260.0,schweinebauch mit knoublach,lackman,,,en:germany,en:germany,unknown,,1728138629,,,,,,,,,,schweinebauch mit knoublach,2024-10-05T14:30:29.000Z,"[\"lackman\"]","[\"lackman\"]",lackman,,,,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-05,1,1,0,0.2857142857142857,
2275.0,,,,,en:france,en:france,unknown,,1728046447,,,,,,,,,,,2024-10-04T12:54:07.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-04,0,0,0,0.0,
2320.0,Swininka w Rassole,lackmann,,,en:germany,en:germany,unknown,,1741804645,,,,,,,,,,Swininka w Rassole,2025-03-12T18:37:25.000Z,"[\"lackmann\"]","[\"lackmann\"]",lackmann,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-03-12,1,1,0,0.2857142857142857,
2432.0,Thai yellow vegetable curry,lite n easy,,,en:ireland,en:ireland,unknown,,1728046827,107.297297297297,449.0,4.59459459459459,1.64864862287367,2.83783783783784,,4.51351371971337,2.54054043744061,,Thai yellow vegetable curry,2024-10-04T13:00:27.000Z,"[\"lite n easy\"]","[\"lite n easy\"]",lite n easy,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
2539.0,Rice Crackers,shelly senbei,,,en:ireland,en:ireland,unknown,,1728035286,120.0,502.0,5.0,2.5,5.0,,1.0,,,Rice Crackers,2024-10-04T09:48:06.000Z,"[\"shelly senbei\"]","[\"shelly senbei\"]",shelly senbei,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
2558.0,Schinkenwurst,meier,,,en:germany,en:germany,unknown,,1728047195,,,,,,,,,,Schinkenwurst,2024-10-04T13:06:35.000Z,"[\"meier\"]","[\"meier\"]",meier,,,,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-04,1,1,0,0.2857142857142857,
2650.0,Speck gesalzen Sibirskoje,lackmann,,,"united states, germany","en:germany,en:united-states",unknown,,1741804760,,,,,,,,,,Speck gesalzen Sibirskoje,2025-03-12T18:39:20.000Z,"[\"lackmann\"]","[\"lackmann\"]",lackmann,,,,"[\"en:germany\",\"en:united-states\"]","[\"germany\",\"united-states\"]",germany,2025-03-12,1,1,0,0.2857142857142857,
2654.0,Budena 64,,,,en:romania,en:romania,unknown,,1728047806,,,,,,,,,,Budena 64,2024-10-04T13:16:46.000Z,,,,,,,"[\"en:romania\"]","[\"romania\"]",romania,2024-10-04,1,0,0,0.14285714285714285,
2872.0,,,,,en:algeria,en:algeria,unknown,,1728035336,,,,,,,,,,,2024-10-04T09:48:56.000Z,,,,,,,"[\"en:algeria\"]","[\"algeria\"]",algeria,2024-10-04,0,0,0,0.0,
2923.0,Nutrí ricas carb watch,guerrero,,,en:ireland,en:ireland,unknown,,1728048533,60.0,251.0,2.5,1.0,,,4.0,9.0,,Nutrí ricas carb watch,2024-10-04T13:28:53.000Z,"[\"guerrero\"]","[\"guerrero\"]",guerrero,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,3,0.7142857142857143,
3000.0,spirulina,belixz,en:spirulina,"en:dietary-supplements,en:spirulina",en:singapore,en:singapore,not-applicable,,1768657916,,,,,,,,,,spirulina,2026-01-17T13:51:56.000Z,"[\"belixz\"]","[\"belixz\"]",belixz,"[\"en:dietary-supplements\",\"en:spirulina\"]","[\"dietary-supplements\",\"spirulina\"]",dietary-supplements,"[\"en:singapore\"]","[\"singapore\"]",singapore,2026-01-17,1,1,0,0.2857142857142857,
3003.0,,trost mühle,,,"ireland, germany","en:germany,en:ireland",unknown,,1728037751,,,,,,,,,,,2024-10-04T10:29:11.000Z,"[\"trost mühle\"]","[\"trost mühle\"]",trost mühle,,,,"[\"en:germany\",\"en:ireland\"]","[\"germany\",\"ireland\"]",germany,2024-10-04,0,1,0,0.14285714285714285,
3011.0,,,,,en:morocco,en:morocco,unknown,,1730626151,,,,,,,,,,,2024-11-03T09:29:11.000Z,,,,,,,"[\"en:morocco\"]","[\"morocco\"]",morocco,2024-11-03,0,0,0,0.0,
3018.0,Salade tomate,,,,france,en:france,unknown,,1729242054,18.0,75.0,0.2,0.1,2.1,5.0,0.9,,2.0,Salade tomate,2024-10-18T09:00:54.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-18,1,0,5,0.8571428571428571,
3030.0,Keema de bœuf,powermeals,,,en:ireland,en:ireland,unknown,,1728037761,139.0,582.0,10.375,2.47499990463257,2.27500009536743,,6.92500019073486,1.72500002384186,,Keema de bœuf,2024-10-04T10:29:21.000Z,"[\"powermeals\"]","[\"powermeals\"]",powermeals,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
3034.0,,,,,en:united states,en:united-states,unknown,,1728035382,,,,,,,,,,,2024-10-04T09:49:42.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,0,0.0,
3040.0,ningxia young living oils,plum,,,en:united states,en:united-states,unknown,4,1728048880,,,,,,,,,,ningxia young living oils,2024-10-04T13:34:40.000Z,"[\"plum\"]","[\"plum\"]",plum,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,1,1,0,0.2857142857142857,
3053.0,Infuso erbe al limone gr 50,herbalife,"bevande, bevande istantanee","en:beverages,en:instant-beverages","francia,spagna","en:france,en:spain",unknown,4,1728048896,,,,,,,,,,Infuso erbe al limone gr 50,2024-10-04T13:34:56.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,"[\"en:beverages\",\"en:instant-beverages\"]","[\"beverages\",\"instant-beverages\"]",beverages,"[\"en:france\",\"en:spain\"]","[\"france\",\"spain\"]",france,2024-10-04,1,1,0,0.2857142857142857,
3127.0,Pomegranate,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, pomegranates","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:pomegranates",canada,en:canada,unknown,1,1728049048,,,,,,,,,,Pomegranate,2024-10-04T13:37:28.000Z,,,,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:fruits-and-vegetables-based-foods\",\"en:fruits-based-foods\",\"en:fruits\",\"en:pomegranates\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"fruits-and-vegetables-based-foods\",\"fruits-based-foods\",\"fruits\",\"pomegranates\"]",plant-based-foods-and-beverages,"[\"en:canada\"]","[\"canada\"]",canada,2024-10-04,1,0,0,0.14285714285714285,
3130.0,Schweinebauch Korejka is Petschi,lackmann,,,en:germany,en:germany,unknown,,1756366776,,,,,,,,,,Schweinebauch Korejka is Petschi,2025-08-28T07:39:36.000Z,"[\"lackmann\"]","[\"lackmann\"]",lackmann,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-08-28,1,1,0,0.2857142857142857,
3138.0,Healthy meal,herbalife nutrition,,,francia,en:france,unknown,,1728049057,346.153846153846,,1.15384619969588,,8.84615366275494,,34.6153846153846,3.0769231227728,,Healthy meal,2024-10-04T13:37:37.000Z,"[\"herbalife nutrition\"]","[\"herbalife nutrition\"]",herbalife nutrition,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-04,1,1,4,0.8571428571428571,
3150.0,Niteworks,herbalife,doplněk stravy,en:dietary-supplements,"france,spain","en:france,en:spain",not-applicable,4,1728049072,0.0,0.0,0.0,0.0,,,,,,Niteworks,2024-10-04T13:37:52.000Z,"[\"herbalife\"]","[\"herbalife\"]",herbalife,"[\"en:dietary-supplements\"]","[\"dietary-supplements\"]",dietary-supplements,"[\"en:france\",\"en:spain\"]","[\"france\",\"spain\"]",france,2024-10-04,1,1,2,0.5714285714285714,
3215.0,Soupe carotte thym,,,,en:ireland,en:ireland,unknown,,1728035408,15.7399997711182,66.0,0.129999995231628,0.0199999995529652,2.73000001907349,,0.310000002384186,1.37000000476837,,Soupe carotte thym,2024-10-04T09:50:08.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,0,4,0.7142857142857143,
3260.0,Box of Forelle Pears,räucherware,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, fresh fruits, pears, fresh pears","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:fresh-fruits,en:pears,en:fresh-pears","kanada, vereinigte staaten von amerika, germany","en:canada,en:germany,en:united-states",unknown,,1728049449,,,,,,,,,,Box of Forelle Pears,2024-10-04T13:44:09.000Z,"[\"räucherware\"]","[\"räucherware\"]",räucherware,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:fruits-and-vegetables-based-foods\",\"en:fruits-based-foods\",\"en:fruits\",\"en:fresh-fruits\",\"en:pears\",\"en:fresh-pears\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"fruits-and-vegetables-based-foods\",\"fruits-based-foods\",\"fruits\",\"fresh-fruits\",\"pears\",\"fresh-pears\"]",plant-based-foods-and-beverages,"[\"en:canada\",\"en:germany\",\"en:united-states\"]","[\"canada\",\"germany\",\"united-states\"]",canada,2024-10-04,1,1,0,0.2857142857142857,
3303.0,Mayonnaise Amora,,,,"états-unis, en:fr","en:france,en:united-states",unknown,,1728037882,,,,,,,,,,Mayonnaise Amora,2024-10-04T10:31:22.000Z,,,,,,,"[\"en:france\",\"en:united-states\"]","[\"france\",\"united-states\"]",france,2024-10-04,1,0,0,0.14285714285714285,
3321.0,,,,,en:republic of lithuania,en:lithuania,unknown,,1728049608,,,,,,,,,,,2024-10-04T13:46:48.000Z,,,,,,,"[\"en:lithuania\"]","[\"lithuania\"]",lithuania,2024-10-04,0,0,0,0.0,
3529.0,,,,,en:united states,en:united-states,unknown,,1728035453,,,,,,,,,,,2024-10-04T09:50:53.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,0,0.0,
3779.0,Ginger Nuts Biscuit,,,,en:gb,en:united-kingdom,unknown,,1728034819,457.0,,16.5,7.8,28.9,0.94,5.8,2.3,0.376,Ginger Nuts Biscuit,2024-10-04T09:40:19.000Z,,,,,,,"[\"en:united-kingdom\"]","[\"united-kingdom\"]",united-kingdom,2024-10-04,1,0,5,0.8571428571428571,
3956.0,Lightly dusted cod,tesco,,,en:ireland,en:ireland,unknown,,1728050804,158.771929824561,664.0,6.14035087719298,0.964912301615665,0.526315810387595,,14.4736842105263,0.701754396421867,,Lightly dusted cod,2024-10-04T14:06:44.000Z,"[\"tesco\"]","[\"tesco\"]",tesco,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
3969.0,Barra de proteínas,,,,en:ireland,en:ireland,unknown,,1728555185,366.666666666667,,6.66666666666667,3.66666666666667,4.66666666666667,0.25,30.0,7.66666666666667,0.1,Barra de proteínas,2024-10-10T10:13:05.000Z,,,,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-10,1,0,5,0.8571428571428571,
4033.0,Flan vanille,bama dagligvare as,,,france,en:france,unknown,,1733360364,,,,,,,,,,Flan vanille,2024-12-05T00:59:24.000Z,"[\"bama dagligvare as\"]","[\"bama dagligvare as\"]",bama dagligvare as,,,,"[\"en:france\"]","[\"france\"]",france,2024-12-05,1,1,0,0.2857142857142857,
