code,product_name,brands,categories,categories_tags,countries,countries_tags,nutriscore_grade,nova_group,last_modified_t,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,sodium_100g,product_name_pref,last_modified_ts,has_name,has_brands,core_nutrients_count,completeness_score
00001314,Natural Hazelnuts,"willamette hazelnut, inc",,,world,en:world,unknown,,1728358935,,,,,,,,,,Natural Hazelnuts,2024-10-08T03:42:15.000Z,1,1,0,0.2857142857142857
00001358,Klare Fleischsuppe (Brühwürfel),,,,"frankreich, en:de","en:france,en:germany",unknown,,1728042656,,,,,,,,,,Klare Fleischsuppe (Brühwürfel),2024-10-04T11:50:56.000Z,1,0,0,0.14285714285714285
0000136726562,Mixed Berry Fruit & Grain Bar,great value,,,en:united states,en:united-states,unknown,,1728042662,351.0,1470.0,8.11,2.7,32.4,0.574,2.7,2.7,0.23,Mixed Berry Fruit & Grain Bar,2024-10-04T11:51:02.000Z,1,1,5,1.0
00001380,Schweinebauch gegart &quot;Swininka Neschnaja&quot;,lackmann,,,en:germany,en:germany,unknown,,1756361364,,,,,,,,,,Schweinebauch gegart &quot;Swininka Neschnaja&quot;,2025-08-28T06:09:24.000Z,1,1,0,0.2857142857142857
0000140000204,Aa Unbranded Urad Dal Gota,daylis fresh,urad dal,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:pulses,en:black-grams",india,en:india,unknown,1,1728825257,,,,,,,,,,Aa Unbranded Urad Dal Gota,2024-10-13T13:14:17.000Z,1,1,0,0.2857142857142857
00001436,pâté crème,delifin,"viandes et dérivés, viandes, charcuteries","en:meats-and-their-products,en:meats,en:prepared-meats",en:belgium,en:belgium,unknown,,1728042844,,,,,,,,,,pâté crème,2024-10-04T11:54:04.000Z,1,1,0,0.2857142857142857
00001466,CR7,herbalife,"compléments alimentaires, en:sports, en:supplement, en:groceries","en:dietary-supplements,en:sports,en:supplement,en:groceries","francia,spagna","en:france,en:spain",not-applicable,,1742123679,,,,,,,,,,CR7,2025-03-16T11:14:39.000Z,1,1,0,0.2857142857142857
00001478,Kollagen Premium Pulver,koll 'zym,,,en:ireland,en:ireland,unknown,,1728035061,360.0,1506.0,,,,,90.0,,,Kollagen Premium Pulver,2024-10-04T09:44:21.000Z,1,1,2,0.5714285714285714
0000149018379,Croissant cacao noisette,,"snacks, snacks sucrés, viennoiseries, croissants","en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants",en:fr,en:france,unknown,,1687546618,,,,,,,,,,Croissant cacao noisette,2023-06-23T18:56:58.000Z,1,0,0,0.14285714285714285
00001500,Coca-Cola,coca-cola,"beverages, carbonated drinks, sodas","en:beverages,en:carbonated-drinks,en:sodas",en:ireland,en:ireland,unknown,,1728042964,42.0,176.0,,,10.6000003814697,,,,,Coca-Cola,2024-10-04T11:56:04.000Z,1,1,2,0.5714285714285714
0000151009686,Masoor dal dhuli 1kg(3),firstcrop,"plant-based foods and beverages,plant-based foods,legumes and their products,legumes,seeds,legume seeds,pulses,masoor dal","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:pulses,en:lentils",india,en:india,unknown,,1728834283,,,,,,,,,,Masoor dal dhuli 1kg(3),2024-10-13T15:44:43.000Z,1,1,0,0.2857142857142857
0000151009707,First crop Urad chilka 500g,,,,en:india,en:india,unknown,,1728042994,,,,,,,,,,First crop Urad chilka 500g,2024-10-04T11:56:34.000Z,1,0,0,0.14285714285714285
0000151010430,FC Dry fruits Pista R&S,,,,en:india,en:india,unknown,,1728042995,,,,,,,,,,FC Dry fruits Pista R&S,2024-10-04T11:56:35.000Z,1,0,0,0.14285714285714285
0000151682297,Mints,,,,en:us,en:united-states,unknown,,1728036856,,,,,,,,,,Mints,2024-10-04T10:14:16.000Z,1,0,0,0.14285714285714285
0000152343781,Cappuccino duble choco,,"cibi e bevande a base vegetale, bevande, cibi a base vegetale, caffè, bevande istantanee","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:instant-beverages",en:it,en:italy,unknown,,1728043021,398.0,1665.0,10.3,8.3,47.7,1.06,10.3,6.2,0.424,Cappuccino duble choco,2024-10-04T11:57:01.000Z,1,0,5,0.8571428571428571
00001544,Chicken thighs,costco,,,us,en:united-states,unknown,,1728036889,120.0,502.0,4.0,,,,20.0,,,Chicken thighs,2024-10-04T10:14:49.000Z,1,1,3,0.7142857142857143
00001560,Melocotón en almibar,dia,,,españa,en:spain,unknown,,1728035075,81.0,339.0,0.2,0.0,17.0,,0.4,,,Melocotón en almibar,2024-10-04T09:44:35.000Z,1,1,4,0.8571428571428571
00001564,Fromage blanc pêche,,,,france,en:france,unknown,,1729242090,98.0,410.0,3.3,3.3,7.5,0.027,4.6,,0.0108,Fromage blanc pêche,2024-10-18T09:01:30.000Z,1,0,5,0.8571428571428571
0000158178374,Creatine monohydrate,,,,en:united states,en:united-states,unknown,,1766493232,37.0,155.0,0.15,,1.25,0.039375,,,0.01575,Creatine monohydrate,2025-12-23T12:33:52.000Z,1,0,4,0.7142857142857143
00001600,M0915T NB Calf Grower Txt. (Feed),kreamer feed,,,world,en:world,unknown,,1728358936,,,,,,,,,,M0915T NB Calf Grower Txt. (Feed),2024-10-08T03:42:16.000Z,1,1,0,0.2857142857142857
0000166044393,Kid Paddle,,,,en:fr,en:france,unknown,,1728043366,,,,,,,,,,Kid Paddle,2024-10-04T12:02:46.000Z,1,0,0,0.14285714285714285
0000169623404,Summer Middle Eastern Inspired Beef Kofta Kebabs,waitrose,,,en:united kingdom,en:united-kingdom,unknown,,1749986677,197.0,825.0,10.3,4.15,2.62,1.09,18.3,2.15,0.435,Summer Middle Eastern Inspired Beef Kofta Kebabs,2025-06-15T11:24:37.000Z,1,1,5,1.0
00001766,,,,,"france, en:it","en:france,en:italy",unknown,,1755592665,,,,,,,,,,,2025-08-19T08:37:45.000Z,0,0,0,0.0
00001796,Italian-Style Wedding Soup,trader-joes,"canned foods, meals, soups, canned meals, canned soups","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups",en:united states,en:united-states,unknown,,1728037045,,,,,,,,,,Italian-Style Wedding Soup,2024-10-04T10:17:25.000Z,1,1,0,0.2857142857142857
0000181009847,4 Beignets parfum chocolat-noisette *4,,"snacks, snacks sucrés, beignets sucrés","en:snacks,en:sweet-snacks,en:sweet-fritters",en:fr,en:france,d,,1613294250,394.0,1648.0,19.0,2.1,19.0,0.7,6.7,,0.28,4 Beignets parfum chocolat-noisette *4,2021-02-14T09:17:30.000Z,1,0,5,0.8571428571428571
0000181013127,Beignet parfum Choco noisette,,,,en:fr,en:france,unknown,,1613686307,,,,,,,,,,Beignet parfum Choco noisette,2021-02-18T22:11:47.000Z,1,0,0,0.14285714285714285
00001819,Complejo de vitaminas y minerales para mujer,herbalife,suplementos dietéticos,en:dietary-supplements,spain,en:spain,not-applicable,,1728043888,,,,,,,,,,Complejo de vitaminas y minerales para mujer,2024-10-04T12:11:28.000Z,1,1,0,0.2857142857142857
00001825,,,,,en:morocco,en:morocco,unknown,,1728035140,,,,,,,,,,,2024-10-04T09:45:40.000Z,0,0,0,0.0
00001829,Simply Probiotic - HerbaLife,,,,en:ireland,en:ireland,unknown,,1728043909,,,,,,,50.0,,,Simply Probiotic - HerbaLife,2024-10-04T12:11:49.000Z,1,0,1,0.2857142857142857
00001834,5 Cheese  Rigatoni,lean cuisine,en:rigatoni,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:rigatoni",en:ireland,en:ireland,unknown,,1748450915,127.208480565371,532.0,3.53356890459364,1.41342756183746,,,4.9469964664311,2.47349823321555,,5 Cheese  Rigatoni,2025-05-28T16:48:35.000Z,1,1,3,0.7142857142857143
00001866,Poudre de curcuma,,"aliments et boissons à base de végétaux, aliments d'origine végétale, condiments, epices, curcuma, curcuma en poudre","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:turmeric,en:turmeric-powder",en:be,en:belgium,not-applicable,,1728037086,,,,,,,,,,Poudre de curcuma,2024-10-04T10:18:06.000Z,1,0,0,0.14285714285714285
00001915,Barretta proteica,inzone,,,en:italy,en:italy,unknown,,1556626958,383.0,1600.0,13.8,8.2,21.1,0.241,27.8,7.91,0.0963,Barretta proteica,2019-04-30T12:22:38.000Z,1,1,5,1.0
0000195212035,Oat No Sugars,alpro,en:oat-based-drinks,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",en:united kingdom,en:united-kingdom,c,,1748988256,40.0,168.0,1.5,0.2,0.0,0.11,0.2,1.2,0.044,Oat No Sugars,2025-06-03T22:04:16.000Z,1,1,5,1.0
0000197571406,Puppodums,sharwood's,null,en:null,united states,en:united-states,unknown,3,1740179802,183.0,765.0,0.3,,0.6,6.1,21.9,10.1,2.44,Puppodums,2025-02-21T23:16:42.000Z,1,1,5,1.0
00001984,dalmatinska buđola bonkulović kg,,,,en:croatia,en:croatia,unknown,,1767600661,,,,,,,,,,dalmatinska buđola bonkulović kg,2026-01-05T08:11:01.000Z,1,0,0,0.14285714285714285
0000200008259,Walkers roast chicken with heinz mayonnaise,,,,en:ireland,en:ireland,unknown,,1728044304,512.0,2142.0,29.2,2.4,1.2,,6.4,6.4,,Walkers roast chicken with heinz mayonnaise,2024-10-04T12:18:24.000Z,1,0,4,0.7142857142857143
0000200008321,Chilli Heatwave,doritos,,,united kingdom,en:united-kingdom,unknown,4,1767095531,480.0,2010.0,22.3,2.0,4.67,1.08,6.33,5.67,0.433,Chilli Heatwave,2025-12-30T11:52:11.000Z,1,1,5,1.0
0000200061115,Protein strawberry yoghurt,melkunie,,,en:the netherlands,en:netherlands,unknown,,1759212498,71.0,297.0,0.6,,,,10.0,,,Protein strawberry yoghurt,2025-09-30T06:08:18.000Z,1,1,3,0.7142857142857143
0000201141135,Parmesan,tre stelle,,,en:ireland,en:ireland,unknown,,1728044575,466.666666666667,1953.0,30.0,1.33333335320155,,,40.0,,,Parmesan,2024-10-04T12:22:55.000Z,1,1,3,0.7142857142857143
00002015,Ricotta sita,,en:ricotta,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:ricotta",en:be,en:belgium,c,,1720118155,143.0,598.0,11.0,7.4,3.8,0.19,8.1,,0.076,Ricotta sita,2024-07-04T18:35:55.000Z,1,0,5,0.8571428571428571
0000201801077,Cherry Coca-Cola,coca-cola,,,en:ireland,en:ireland,unknown,,1728044596,43.9932318104907,184.0,,,11.844331641286,,,,,Cherry Coca-Cola,2024-10-04T12:23:16.000Z,1,1,2,0.5714285714285714
0000202000908,Dasani,,,,en:ireland,en:ireland,unknown,,1728044803,,,,,,,,,,Dasani,2024-10-04T12:26:43.000Z,1,0,0,0.14285714285714285
0000202001081,Vitamin  water,glacéau,"beverages, waters","en:beverages,en:waters",en:ireland,en:ireland,unknown,1,1728044805,,,,,,,,,,Vitamin  water,2024-10-04T12:26:45.000Z,1,1,0,0.2857142857142857
0000202001095,Vitamin Water Zero Sugar - Gutsy,glaceau,,,en:ireland,en:ireland,unknown,,1728044806,1.69204737732657,7.0,1.35363790186125,,,,,,,Vitamin Water Zero Sugar - Gutsy,2024-10-04T12:26:46.000Z,1,1,2,0.5714285714285714
0000202200834,Fanta,coca-cola,"beverages, carbonated drinks","en:beverages,en:carbonated-drinks",en:united states,en:united-states,unknown,,1728044816,,,,,,,,,,Fanta,2024-10-04T12:26:56.000Z,1,1,0,0.2857142857142857
0000203111312,Carottes,,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, légumes et dérivés, légumes, carottes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:carrots",en:fr,en:france,unknown,,1682735342,,,,,,,,,,Carottes,2023-04-29T02:29:02.000Z,1,0,0,0.14285714285714285
00002033,felko,felko,,,en:belgium,en:belgium,unknown,,1728045089,,,,,,,,,,felko,2024-10-04T12:31:29.000Z,1,1,0,0.2857142857142857
0000206551222,HEXIGEL,,,,en:united arab emirates,en:united-arab-emirates,unknown,,1749411127,,,,,,,,,,HEXIGEL,2025-06-08T19:32:07.000Z,1,0,0,0.14285714285714285
00002083,Ciao le sel ! Iodé,aromandise,"aliments et boissons à base de végétaux,aliments d'origine végétale,condiments,epices,substituts de sel","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,fr:substituts-de-sel",en:fr,en:france,not-applicable,,1742247830,459.0,1920.0,35.0,4.3,0.5,1.4,16.0,,0.56,Ciao le sel ! Iodé,2025-03-17T21:43:50.000Z,1,1,5,1.0
0000210001101,Bacon,,,,en:us,en:united-states,unknown,,1671899670,454.54545454545,1902.0,40.909090909091,13.636363636364,0.0,3.409090909091,9.0909090909091,0.0,1.3636363636364,Bacon,2022-12-24T16:34:30.000Z,1,0,5,0.8571428571428571
0000210020103,Usana chocolate protein powder,usana,,,en:ireland,en:ireland,unknown,,1728045952,406.779661016949,1702.0,10.1694915254237,1.69491525423729,30.5084745762712,,25.4237288135593,3.38983050847458,,Usana chocolate protein powder,2024-10-04T12:45:52.000Z,1,1,4,0.8571428571428571
0000210330101,Nutrimeal Dutch Chocolate,usana,,,en:ireland,en:ireland,unknown,,1728045963,400.0,1674.0,12.3999996185303,1.70000004768372,31.0,,25.0,13.6999998092651,,Nutrimeal Dutch Chocolate,2024-10-04T12:46:03.000Z,1,1,4,0.8571428571428571
0000213022899,,,,,en:france,en:france,unknown,,1761860821,,,,,,,,,,,2025-10-30T21:47:01.000Z,0,0,0,0.0
0000213029930,"Kettle Cooked Potato Chips, Bbq",the snack artist,,,united states,en:united-states,unknown,4,1728037251,,,27.86,3.57,,1.30556,,3.6,0.522224,"Kettle Cooked Potato Chips, Bbq",2024-10-04T10:20:51.000Z,1,1,2,0.5714285714285714
0000214726537,Biscuits vitalité,carrefour,,,us,en:united-states,unknown,,1728037254,442.0,1849.0,15.0,4.30000019073486,20.0,,11.0,5.69999980926514,,Biscuits vitalité,2024-10-04T10:20:54.000Z,1,1,4,0.8571428571428571
00002161,Clafoutis aux poires,foodles,,,en:ireland,en:ireland,unknown,,1731524985,226.0,946.0,13.6,7.8,,0.35,4.0,0.5,0.14,Clafoutis aux poires,2024-11-13T19:09:45.000Z,1,1,4,0.8571428571428571
00002164,,,,,en:morocco,en:morocco,unknown,,1764622721,,,,,,,,,,,2025-12-01T20:58:41.000Z,0,0,0,0.0
00002185,Mélange pour produits  de boulangerie proteine - Herbalife,,,,en:ireland,en:ireland,unknown,,1728046184,100.0,418.0,2.5,1.0,2.0,,15.0,2.0,,Mélange pour produits  de boulangerie proteine - Herbalife,2024-10-04T12:49:44.000Z,1,0,4,0.7142857142857143
00002196,Pesto fettuccine,lite n easy,,,en:ireland,en:ireland,unknown,,1729393230,500.0,2090.0,28.6,5.36,0.0,0.402,0.0,10.7,0.161,Pesto fettuccine,2024-10-20T03:00:30.000Z,1,1,5,1.0
0000221017050,Calabacin,,,,en:es,en:spain,unknown,,1728046274,,,,,,,,,,Calabacin,2024-10-04T12:51:14.000Z,1,0,0,0.14285714285714285
0000221017210,Creme de Cenoura com Batata,,,,en:pt,en:portugal,unknown,,1728046274,,,,,,,,,,Creme de Cenoura com Batata,2024-10-04T12:51:14.000Z,1,0,0,0.14285714285714285
0000223480306,kichererbsen,"penny, gut & günstig edeka",,,en:germany,en:germany,unknown,,1728294405,,,,,,,,,,kichererbsen,2024-10-07T09:46:45.000Z,1,1,0,0.2857142857142857
0000228000080,Terrine de campagne,,"viandes et dérivés, viandes, charcuteries, terrines, terrines de campagne","en:meats-and-their-products,en:meats,en:prepared-meats,en:terrines,en:country-terrines",france,en:france,unknown,,1547032647,,,,,,,,,,Terrine de campagne,2019-01-09T11:17:27.000Z,1,0,0,0.14285714285714285
0000234000326,Vegetable Lasagna,amy’s,,,us,en:united-states,unknown,,1657056493,130.111524163569,544.0,5.20446096654275,2.23048327137546,2.60223048327138,,5.94795539033457,1.48698884758364,,Vegetable Lasagna,2022-07-05T21:28:13.000Z,1,1,4,0.8571428571428571
00002343,Super greens,nested naturals,,,en:ireland,en:ireland,unknown,,1728035261,333.333333333333,1395.0,,,33.3333333333333,,22.2222222222222,22.2222222222222,,Super greens,2024-10-04T09:47:41.000Z,1,1,3,0.7142857142857143
00002407,Honey,vitarmonyl,non alimentaire,en:non-food-products,australia,en:australia,not-applicable,,1728046737,,,,,,,,,,Honey,2024-10-04T12:58:57.000Z,1,1,0,0.2857142857142857
0000241256907,Udon,,"plant-based foods and beverages, plant-based foods, pastas, udon","en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:udon",en:us,en:united-states,d,,1684821775,131.25,549.0,0.0,0.0,3.125,3.140625,3.75,,1.25625,Udon,2023-05-23T06:02:55.000Z,1,0,5,0.8571428571428571
00002441,Chocolate orange shake,herbalife,,,en:ireland,en:ireland,unknown,,1728046840,353.0,1477.0,9.0,2.0,19.0,,35.0,15.0,,Chocolate orange shake,2024-10-04T13:00:40.000Z,1,1,4,0.8571428571428571
00002450,Schinkenkrakauer Delikatess,,,,en:germany,en:germany,unknown,,1756358613,,,,,,,,,,Schinkenkrakauer Delikatess,2025-08-28T05:23:33.000Z,1,0,0,0.14285714285714285
00002475,Soupe aux poireaux et lentilles à la française,,"plats préparés, soupes","en:meals,en:soups",en:ca,en:canada,d,,1728035277,361.11111111111,1511.0,1.3888888888889,0.0,8.3333333333333,2.2916666666667,22.222222222222,25.0,0.91666666666668,Soupe aux poireaux et lentilles à la française,2024-10-04T09:47:57.000Z,1,0,5,0.8571428571428571
0000249048214,Roasted garlic hummus,trader joe’s,,,us,en:united-states,unknown,,1655825138,214.285714285714,897.0,16.0714285714286,1.78571428571429,3.57142857142857,,7.14285714285714,3.57142857142857,,Roasted garlic hummus,2022-06-21T15:25:38.000Z,1,1,4,0.8571428571428571
00002506,Kichererbsen klein,now,,,en:germany,en:germany,unknown,4,1742500065,,,,,,,,,,Kichererbsen klein,2025-03-20T19:47:45.000Z,1,1,0,0.2857142857142857
00002509,Leffe,leffe,"breakfasts, spreads, sweet spreads, fr:pâtes à tartiner, en:beers","en:beverages-and-beverages-preparations,en:beverages,en:alcoholic-beverages,en:beers,en:breakfasts,en:spreads,en:sweet-spreads,fr:pates-a-tartiner",en:fr,en:france,not-applicable,,1742703160,58.0,243.0,0.0,0.0,0.0,0.0,0.0,,0.0,Leffe,2025-03-23T04:12:40.000Z,1,1,5,1.0
00002556,castrados salmão,special cat,,,en:fr,en:france,unknown,,1765751243,,,,,,,,,,castrados salmão,2025-12-14T22:27:23.000Z,1,1,0,0.2857142857142857
00002558,Schinkenwurst,meier,,,en:germany,en:germany,unknown,,1728047195,,,,,,,,,,Schinkenwurst,2024-10-04T13:06:35.000Z,1,1,0,0.2857142857142857
